project_name_en,rooms,is_registered,pre_registration_number,property_sub_type_id,parent_property_id,project_name_ar,area_id,unit_parking_number,zone_id,property_type_id,is_lease_hold,unit_number,parking_allocation_type_en,project_id,land_sub_number,master_project_id,land_type_ar,parking_allocation_type_ar,common_area,floor,munc_number,actual_common_area,rooms_ar,property_type_en,is_free_hold,land_type_en,master_project_en,land_number,rooms_en,area_name_en,property_type_ar,creation_date,parcel_id,load_timestamp,property_id,area_name_ar,actual_area,property_sub_type_en,grandparent_property_id,land_type_id,unit_balcony_area,parking_allocation_type,property_sub_type_ar,master_project_ar,munc_zip_code,building_number
"null","1","1","null","60","925875031","null","409","null","2","3","0","211","null","null","0","96","تجارى","null","0","2","1299","null","غرفة","Unit","1","Commercial","Arjan","74","1 B/R","Al Barshaa South Third","وحدة","2021-04-28 00:00:00","6731299","2026-02-26 16:09:32","1891964534","البرشاء جنوب الثالثة","80.06","Flat","1707986985","4","13.73","null","شقه سكنيه","أرجان","673","1"
"null","2","null","null","null","1000107093145","null","355","null","1","3","null","1305","null","null","0","null","تجارى","null","137.4","13TH FLOOR","130","null","غرفتين و صالة","Unit","0","Commercial","null","70","2 bed rooms+hall","Al Nahda First","وحدة","2010-12-20 00:00:00","2310130","2026-02-26 16:09:32","1001188232144","النهده الاولى","137.4","null","1000276221577","4","null","null","null","null","231","0"
"null","421","null","null","null","null","null","247","null","1","3","null","SHOW ROOM 01","null","null","0","null","صناعى","null","146.16","G","250","null","محل","Unit","0","Industrial","null","596","Shop","Al Khabeesi","وحدة","2025-09-18 00:00:00","1280250","2026-02-26 16:09:32","1001166892858","الخبيصى","146.16","null","1000864149110","3","null","null","null","null","128","0"
"EMPIRE LAKEVIEWS","26","0","null","60","919818022","إمباير ليك فيوز ","464","1","2","3","0","2914","null","674589798","0","211","تجارى","null","0.1","29","7742","26.96","استوديو","Unit","1","Commercial","Liwan1","1816","Studio","Wadi Al Safa 2","وحدة","2024-11-14 00:00:00","6437742","2026-02-26 16:09:32","982263345","وادي الصفا 2","38.67","Flat","729271366","4","8.92","null","شقه سكنيه","ليوان 1","643","1"
"null","65","1","null","60","1541260926","null","481","null","2","3","0","F105","null","null","0","null","تجارى","null","0","1","null","null","غرفة مستقلة","Unit","1","Commercial","null","25","Single Room","Hessyan Second","وحدة","2017-01-26 00:00:00","null","2026-02-26 16:09:32","1263620688","حصيان الثانية","20","Flat","664649861","4","null","null","شقه سكنيه","null","512","42"
"null","26","1","null","60","1856517971","null","264","null","1","3","0","704","null","null","0","null","تجارى","null","0","7","8144","null","استوديو","Unit","1","Commercial","null","2269","Studio","Nad Al Hamar","وحدة","2021-12-26 00:00:00","4168144","2026-02-26 16:09:32","2105441288","ند الحمر","47.1","Flat","1997680690","4","8.07","null","شقه سكنيه","null","416","1"
"Manam Pearl","2","0","null","60","2085499211","منام  بيرل ","445","1","2","3","0","404","null","773733501","0","12","تجارى","null","1.18","4","2322","92.27","غرفتان","Unit","1","Commercial","Al Furjan","2633","2 B/R","Jabal Ali First","وحدة","2025-06-13 00:00:00","5912322","2026-02-26 16:09:32","1058875822","جبل علي الأولى","114.16","Flat","965007941","4","21.85","null","شقه سكنيه","الفرجان","591","1"
"Sea Coral By Next Realty","2","0","null","60","1153171886","سي كورال من نيكست رياليتي","432","1","1","3","0","806","null","608882976","0","4","تجارى","null","2.94","8","500","348.34","غرفتان","Unit","1","Commercial","Palm Deira","1433","2 B/R","Palm Deira","وحدة","2024-06-11 00:00:00","1010500","2026-02-26 16:09:32","1548566985","نخلة ديرة","266.25","Flat","1287256411","4","96.3","null","شقه سكنيه","نخلة ديرة","101","1"
"null","422","null","null","null","null","null","242","null","1","3","null","F121","null","null","0","null","تجارى","null","61","5","111","null","مكتب","Unit","0","Commercial","null","483","Office","Al Ras","وحدة","2012-07-19 00:00:00","1120111","2026-02-26 16:09:32","1000940014423","الراس","61","null","1001822627069","4","null","null","null","null","112","null"
"null","3","1","null","60","1195073899","null","445","null","2","3","0","20","null","null","0","14","تجارى","null","0","2","11481","null","ثلاث غرف","Unit","1","Commercial","The Gardens","706","3 B/R","Jabal Ali First","وحدة","2013-06-30 00:00:00","null","2026-02-26 16:09:32","1804504708","جبل علي الأولى","134","Flat","221820957","4","0","null","شقه سكنيه","الحدائق","591","1"
"null","422","null","null","null","1000922220717","null","238","null","1","3","null","M04","null","null","0","null","تجارى","null","31.51","M","366","null","مكتب","Unit","0","Commercial","null","89","Office","Al Dhagaya","وحدة","2012-07-16 00:00:00","1130366","2026-02-26 16:09:32","1000574637634","الضغايه","31.51","null","1000136549703","4","null","null","null","null","113","89"
"null","2","null","null","null","null","null","525","null","1","3","null","203B","null","null","0","null","تجارى","null","125","2","3043","null","غرفتين و صالة","Unit","0","Commercial","null","811","2 bed rooms+hall","Hatta","وحدة","2018-11-11 00:00:00","8913043","2026-02-26 16:09:32","1000789229993","حتا","125","null","null","4","null","null","null","null","891","0"
"null","null","null","null","null","null","null","360","null","1","null","null","LBRC0265            ","null","null","0","null","null","null","null","null","113","null","null","null","0","null","null","356","null","Muhaisanah Second","null","2022-04-07 00:00:00","2640113","2026-02-26 16:09:32","1001632359673","محيصنه الثانيه","null","null","null","null","null","null","null","null","264","0"
"null","1","1","null","60","1735897845","null","343","null","2","3","0","106","null","null","0","23","سكنى","null","1.68","1","1716","45.95","غرفة","Unit","1","Residential","International City Phase 1","447","1 B/R","Al Warsan First","وحدة","null","6211716","2026-02-26 16:09:32","382559428","ورسان الاولى","67","Flat","1379342731","1","0","null","شقه سكنيه","المدينة العالمية - المرحلة الاولى","621","1"
"OIA Residence","1","1","null","60","211923860","اويا ريزيدنس","444","B-116","2","3","0","209","null","32678479","0","95","تجارى","null","0.2","2","291","65.88","غرفة","Unit","1","Commercial","Motor City","117","1 B/R","Al Hebiah First","وحدة","2016-09-26 00:00:00","6740291","2026-02-26 16:09:32","1058393615","الحبيه الاولى","85.85","Flat","866759348","4","7.29","null","شقه سكنيه","موتور ستي","674","1"
"null","3","null","null","null","null","null","278","null","2","3","null","607","null","null","0","null","تجارى","null","null","null","199","null","ثلاثة غرفة و صالة","Unit","0","Commercial","null","737","3 bed rooms+hall","Mankhool","وحدة","2013-05-21 00:00:00","3170199","2026-02-26 16:09:32","1001978727184","منخول","1","null","1001109626550","4","null","null","null","null","317","null"
"null","26","0","null","60","148821341","null","330","null","2","3","null","1108","null","null","0","null","null","null","16.5274","11","null","16.53","استوديو","Unit","null","null","null","null","Studio","Marsa Dubai","وحدة","2008-10-16 00:00:00","null","2026-02-26 16:09:32","1498220820","مرسى دبي","58.8","Flat","null","null","13","null","شقه سكنيه","null","392","KPM TOWER"
"DAMAC RIVERSIDE VIEWS - AZURE 2","1","0","null","60","775216043","داماك ريفرسايد فيوز - أزور 2","459","1","2","3","null","403","null","741163685","0","null","صناعى","null","0.16","4","6666","80.11","غرفة","Unit","1","Industrial","null","3144","1 B/R","Dubai Investment Park Second","وحدة","2025-05-14 00:00:00","5976666","2026-02-26 16:09:32","433519102","مجمع دبي للاستثمار الثاني","74.3","Flat","85349553","3","17.94","null","شقه سكنيه","null","597","5"
"Sobha Hartland - The Crest","2","1","null","60","831060018","شوبا هارتلاند - ذا كرست","412","G-281","2","3","0","B3511","null","434688810","0","190","سكنى","null","0.08","35","383","92.32","غرفتان","Unit","1","Residential","SOBHA HARTLAND","25","2 B/R","Al Merkadh","وحدة","2022-08-26 00:00:00","3470383","2026-02-26 16:09:32","2049111685","المركاض","98.14","Flat","556161383","1","5.85","null","شقه سكنيه","شوبها هارتلاند","347","2"
"PANTHEON ELYSEE","26","1","null","60","2088210526","بانثيون اليسي","441","B2-86","2","3","0","112","null","146775856","0","9","تجارى","null","0.25","1","7022","40.45","استوديو","Unit","1","Commercial","Jumeirah Village Circle","151","Studio","Al Barsha South Fourth","وحدة","2018-12-06 00:00:00","6817022","2026-02-26 16:09:32","578004706","البرشاء جنوب الرابعة","42.41","Flat","289689181","4","4.66","null","شقه سكنيه","قرية جميرا الدائرية","681","1"
"Hera Tower","1","1","null","60","437276128"," هيرا تاور","435","B-044","2","3","0","602","null","336","0","98","سكنى","null","0.18","6","110","52.26","غرفة","Unit","1","Residential","Dubai Sports City","7","1 B/R","Al Hebiah Fourth","وحدة","2010-03-08 00:00:00","6820110","2026-02-26 16:09:32","2033894322","الحبيه الرابعة","58.34","Flat","579752354","1","10.49","null","شقه سكنيه","مدينة دبي الرياضية","682","1"
"null","2","null","null","null","null","null","325","null","2","3","null","G 3","null","null","0","null","تجارى","null","null","null","139","null","غرفتين و صالة","Unit","0","Commercial","null","27","2 bed rooms+hall","Um Hurair First","وحدة","2014-11-02 00:00:00","3140139","2026-02-26 16:09:32","1001572997059","ام هرير الاولى","1","null","1000077458829","4","null","null","null","null","314","null"
"null","11","null","null","null","null","null","492","null","2","3","null","211","null","null","0","null","تجارى","null","23.97","2","426","null","أستوديو","Unit","0","Commercial","null","18","Studio","Al Rowaiyah First","وحدة","2018-01-08 00:00:00","8120426","2026-02-26 16:09:32","1000157536904","الروية الأولى","23.97","null","null","4","null","null","null","null","812","0"
"THE HEART OF EUROPE 2","26","0","null","112","1886454222","ذا هارت أوف يوروب 2 ","413","null","2","3","0","THOE2-PF-G015","null","44648403","0","2","تجارى","null","0.22","G","5206","50.8","استوديو","Unit","1","Commercial","The World","163","Studio","World Islands","وحدة","2017-07-13 00:00:00","3035206","2026-02-26 16:09:32","1267736244","جزر العالم","71.13","Hotel Rooms","1352603534","4","7.76","null","غرفة فندقية","جزر العالم","303","1"
"null","2","null","null","null","1000590905392","null","240","null","1","3","null","410","null","null","0","null","تجارى","null","127.74","4","176","null","غرفتين و صالة","Unit","0","Commercial","null","340","2 bed rooms+hall","Port Saeed","وحدة","2012-09-26 00:00:00","1290176","2026-02-26 16:09:32","1000717372772","بور سعيد","127.74","null","1002056863297","4","null","null","null","null","129","0"
"null","null","null","null","null","null","null","308","null","2","null","null","OP01                ","null","null","0","null","null","null","null","null","512","null","null","null","0","null","null","340","null","Al Goze Industrial First","null","2021-06-16 00:00:00","3640512","2026-02-26 16:09:32","1001595440964","القوز الصناعيه الاولى","null","null","null","null","null","null","null","null","364","0"
"null","2","0","null","60","100121837","null","411","null","2","3","null","1503","null","null","0","null","null","null","0","15","null","0","غرفتان","Unit","null","null","null","null","2 B/R","Palm Jabal Ali","وحدة","2009-08-09 00:00:00","null","2026-02-26 16:09:32","178599600","نخلة جبل علي","166.2","Flat","null","null","20","null","شقه سكنيه","null","501","PALM SPRING"
